env_ID,country,EDH35_total,Label_of_control_treatment,Label_of_N_addition_treatment,N_rate,region_N_label,mean_c,sd_c,n_c,mean_t,sd_t,n_t,lnRR,Effect,AEN,env_group,Nc,q05,q95,keep
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,4.44444,,6,10.5747,,6,0.866810479,137.9309879,27.86481818,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,6.13027,,6,9.80843,,6,0.470003425,59.99996738,16.71890909,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,5.90038,,6,10.9195,,6,0.615533426,85.06435179,22.81418182,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,6.55172,,6,11.7241,,6,0.581918942,78.94690249,23.51081818,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,7.16475,,6,12.682,,6,0.571010496,77.00547821,25.07840909,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,7.39464,,6,14.1762,,6,0.650809089,91.70912986,30.82527273,Normal,38.899326977005,0.1249129257,1.25624785795,True
2016_05_20_40.47__86.99,USA,0,N0,N220,220,RN,7.50958,,6,16.1303,,6,0.764519952,114.7963002,39.18509091,Normal,38.899326977005,0.1249129257,1.25624785795,True
2019_05_09_31.58_105.05,China,26.9304,N0,N180,180,RN,6.9866,0.260032788,3,7.65147,0.130025054,3,0.090903757,9.516359889,3.693722222,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2019_05_09_31.58_105.05,China,26.9304,N0,N120,120,RN,7.22252,0.222897618,3,7.94102,0.501497991,3,0.094837808,9.948051373,5.9875,GFR,-61.100673022995,0.07061749765,1.28912060785,True
2019_05_09_31.58_105.05,China,26.9304,N0,N180,180,RN,7.22252,0.222897618,3,8.48794,0.631523045,3,0.16144241,17.52047762,7.030111111,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2019_05_09_31.58_105.05,China,26.9304,N0,N120,120,RN,7.41555,0.817268174,3,8.20912,0.390057842,3,0.101666585,10.70143145,6.613083333,GFR,-61.100673022995,0.07061749765,1.28912060785,True
2019_05_09_31.58_105.05,China,26.9304,N0,N180,180,RN,7.41555,0.817268174,3,8.36997,0.427210332,3,0.121071153,12.87052208,5.302333333,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2017_03_30_31.03_104.68,China,37.55787,N0,N150,150,RN,10.0808,0.151571766,3,12.2108,0.151554446,3,0.191688181,21.12927545,14.2,GFR,-31.100673022995,0.07061749765,1.28912060785,True
2017_03_30_31.03_104.68,China,37.55787,N0,N150,150,RN,7.66485,0.707282947,3,9.61987,0.252550328,3,0.227185808,25.50630475,13.03346667,GFR,-31.100673022995,0.07061749765,1.28912060785,True
2018_04_06_31.03_104.68,China,3.68369,N0,N150,150,RN,6.15788,0.202078368,3,6.94621,0.151554446,3,0.120463625,12.80197081,5.255533333,GFR,-31.100673022995,0.07061749765,1.28912060785,True
2019_03_24_31.03_104.68,China,0,N0,N150,150,RN,5.52102,2.323805966,3,6.95102,0.959850596,3,0.230325786,25.90101105,9.533333333,Normal,-31.100673022995,0.1249129257,1.25624785795,True
2019_03_24_31.03_104.68,China,0,N0,N150,150,RN,4.88425,1.970207794,3,5.64341,0.656759025,3,0.14447275,15.54302093,5.061066667,Normal,-31.100673022995,0.1249129257,1.25624785795,True
2000_05_04_42.02__93.75,USA,0,N0,N180,180,RN,6.084454194,0.541935484,4,9.705612903,0.541935484,4,0.466967342,59.5149309,20.11754838,Normal,-1.10067302299495,0.1249129257,1.25624785795,True
2001_05_09_42.02__93.75,USA,0,N0,N180,180,RN,7.360694194,0.686614194,4,9.755470968,0.637316129,4,0.281674004,32.53465924,13.30431541,Normal,-1.10067302299495,0.1249129257,1.25624785795,True
2005_04_29_40.06__88.23,USA,0.71053,N0,N224,224,RN,7.57855,,4,8.76988,,4,0.146001235,15.7197617,5.3184375,PFR,42.899326977005,0.096776351,1.1064629539,True
2005_04_29_40.06__88.23,USA,0.71053,N0,N224,224,RN,4.664828,,4,6.243692,,4,0.291520711,33.84613538,7.0485,PFR,42.899326977005,0.096776351,1.1064629539,True
2014_05_15_41.22__83.76,USA,0,N0,N168,168,RN,4.064516129,0.782216494,3,6.774193548,0.938659792,3,0.510825624,66.66666666,16.12903226,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,USA,0,N0,N252,252,RN,4.064516129,0.782216494,3,8.851612903,0.469329896,3,0.778304989,117.7777778,18.99641577,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,USA,0,N0,N168,168,RN,3.522580645,0.625773195,3,7.316129032,0.782216494,3,0.730887509,107.6923077,22.58064516,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_41.22__83.76,USA,0,N0,N252,252,RN,3.522580645,0.625773195,3,9.122580645,0.469329896,3,0.951558871,158.974359,22.22222222,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,2.258064516,0.469329896,3,6.232258065,0.782216494,3,1.01523068,176,23.65591398,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N252,252,RN,2.258064516,0.469329896,3,6.322580645,1.095103091,3,1.029619417,180,16.12903226,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,2.258064516,0.469329896,3,6.593548387,0.625773195,3,1.071583616,192,25.80645161,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N252,252,RN,2.258064516,0.469329896,3,6.95483871,0.782216494,3,1.124929597,208,18.63799283,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,5.058064516,0.625773195,3,8.670967742,0.469329896,3,0.538996501,71.42857143,21.50537635,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N252,252,RN,5.058064516,0.625773195,3,8.851612903,0.625773195,3,0.559615788,75,15.05376344,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,4.877419355,0.312886597,3,8.851612903,0.312886597,3,0.595983432,81.48148147,23.65591398,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N252,252,RN,4.877419355,0.312886597,3,9.303225806,0.469329896,3,0.645744942,90.74074073,17.56272401,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,3.161290323,0.469329896,3,8.761290323,0.782216494,3,1.019362917,177.1428571,33.33333333,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N252,252,RN,3.161290323,0.469329896,3,10.7483871,0.938659792,3,1.223775432,240.0000001,30.10752689,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_41.22__83.76,USA,0,N0,N168,168,RN,3.070967742,0.312886597,3,9.574193548,0.469329896,3,1.137078569,211.7647059,38.70967742,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,USA,0,N0,N168,168,RN,1.716129032,0.469329896,3,5.6,0.625773195,3,1.182695406,226.3157895,23.11827957,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,USA,0,N0,N168,168,RN,3.432258065,0.312886597,3,8.038709677,0.625773195,3,0.85105021,134.2105263,27.41935483,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,USA,0,N0,N252,252,RN,3.432258065,0.312886597,3,8.851612903,0.782216494,3,0.947381319,157.8947368,21.50537634,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,USA,0,N0,N168,168,RN,3.432258065,0.312886597,3,8.038709677,0.625773195,3,0.85105021,134.2105263,27.41935483,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_05_40.76__81.9,USA,0,N0,N252,252,RN,3.432258065,0.312886597,3,8.851612903,0.625773195,3,0.947381319,157.8947368,21.50537634,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,USA,0,N0,N168,168,RN,3.432258065,0.938659792,3,5.870967742,0.938659792,3,0.53680111,71.05263156,14.51612903,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,USA,0,N0,N252,252,RN,3.432258065,0.938659792,3,8.309677419,1.407989689,3,0.884202417,142.1052631,19.35483871,Normal,70.899326977005,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,USA,0,N0,N168,168,RN,3.703225806,0.938659792,3,6.322580645,1.095103091,3,0.534923175,70.73170733,15.59139785,Normal,-13.100673022995,0.1249129257,1.25624785795,True
2014_05_15_40.76__81.9,USA,0,N0,N252,252,RN,3.703225806,0.938659792,3,8.580645161,1.25154639,3,0.840304825,131.7073171,19.35483871,Normal,70.899326977005,0.1249129257,1.25624785795,True
2008_05_01_43.57_124.88,China,0,N0,N210,210,RN,9.5,,3,11,,3,0.146603474,15.78947368,7.142857143,Normal,28.899326977005,0.1249129257,1.25624785795,True
2009_05_01_43.75_125.02,China,0,N0,N140,140,RN,5.8,,3,6.9,,3,0.173663494,18.96551724,7.857142857,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2010_05_01_43.57_124.88,China,5.42504,N0,N140,140,RN,8.2,,3,10.4,,3,0.237671652,26.82926829,15.71428571,PFR,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_43.57_124.88,China,5.42504,N0,N210,210,RN,8.2,,3,10.7,,3,0.266109587,30.48780488,11.9047619,PFR,28.899326977005,0.096776351,1.1064629539,True
2009_05_01_43.65_124.97,China,0,N0,N140,140,RN,4.3,,3,6.4,,3,0.397682968,48.8372093,15,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2009_05_01_43.65_124.97,China,0,N0,N210,210,RN,4.3,,3,6.9,,3,0.472906389,60.46511628,12.38095238,Normal,28.899326977005,0.1249129257,1.25624785795,True
2010_05_01_43.65_125,China,15.70161,N0,N140,140,RN,8.3,,3,9.6,,3,0.145507584,15.6626506,9.285714286,PFR,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_43.65_125,China,15.70161,N0,N210,210,RN,8.3,,3,9.7,,3,0.155870371,16.86746988,6.666666667,PFR,28.899326977005,0.096776351,1.1064629539,True
2008_05_01_44.95_126.28,China,0,N0,N140,140,RN,7,,3,9.2,,3,0.273293335,31.42857143,15.71428571,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2008_05_01_44.95_126.28,China,0,N0,N210,210,RN,7,,3,8.6,,3,0.205852054,22.85714286,7.619047619,Normal,28.899326977005,0.1249129257,1.25624785795,True
2009_05_01_44.8_126.48,China,0,N0,N140,140,RN,6,,3,8.6,,3,0.360002734,43.33333333,18.57142857,Normal,-41.100673022995,0.1249129257,1.25624785795,True
2009_05_01_44.8_126.48,China,0,N0,N210,210,RN,6,,3,8.6,,3,0.360002734,43.33333333,12.38095238,Normal,28.899326977005,0.1249129257,1.25624785795,True
2010_05_01_44.8_126.47,China,31.68131,N0,N140,140,RN,7.8,,3,9.7,,3,0.218002152,24.35897436,13.57142857,PFR,-41.100673022995,0.096776351,1.1064629539,True
2010_05_01_44.8_126.47,China,31.68131,N0,N210,210,RN,7.8,,3,10.2,,3,0.268263987,30.76923077,11.42857143,PFR,28.899326977005,0.096776351,1.1064629539,True
2014_05_06_38.88__92.2,USA,6.66883,N0,N200,200,RN,11.1852,,4,16.5828,,4,0.393774538,48.25662483,26.988,GFR,18.899326977005,0.07061749765,1.28912060785,True
2015_05_08_38.88__92.2,USA,0,N0,N200,200,RN,4.8048,,4,13.5876,,4,1.039542194,182.7922078,43.914,Normal,18.899326977005,0.1249129257,1.25624785795,True
2013_06_28_39.6_116.58,China,51.3416,N0,N206,206,RN,2.90179,0.257746481,3,3.92857,0.257746481,3,0.302947704,35.3843662,4.984368932,PFR,24.899326977005,0.096776351,1.1064629539,True
2013_06_28_39.6_116.58,China,51.3416,N0,N206,206,RN,2.90179,0.257746481,3,3.80952,0.335082549,3,0.272175409,31.28172611,4.406456311,PFR,24.899326977005,0.096776351,1.1064629539,True
2014_06_13_39.6_116.58,China,37.51698,N0,N206,206,RN,7.00893,0.051545832,3,9.18155,0.154637496,3,0.270010985,30.99788413,10.54669903,PFR,24.899326977005,0.096776351,1.1064629539,True
2014_06_13_39.6_116.58,China,37.51698,N0,N206,206,RN,7.00893,0.051545832,3,8.73512,0.309292313,3,0.220166631,24.62843829,8.379563107,PFR,24.899326977005,0.096776351,1.1064629539,True
2015_06_15_39.6_116.58,China,114.32923,N0,N206,206,RN,6.35417,0.463929809,3,8.33333,0.154654817,3,0.271151846,31.14741973,9.607572816,PFR,24.899326977005,0.096776351,1.1064629539,True
2015_06_15_39.6_116.58,China,114.32923,N0,N206,206,RN,6.35417,0.463929809,3,7.90179,0.463929809,3,0.217978026,24.35597411,7.512718447,PFR,24.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,China,81.97998,N0,N194,194,RN,7.11,,3,8.89,,3,0.223424806,25.03516174,9.175257732,PFR,12.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,China,81.97998,N0,N244,244,RN,7.11,,3,9.27,,3,0.265281136,30.37974684,8.852459016,PFR,62.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,China,81.97998,N0,N194,194,RN,4.96,,3,6.24,,3,0.229574442,25.80645161,6.597938144,PFR,12.899326977005,0.096776351,1.1064629539,True
2005_06_15_37.49_117.48,China,81.97998,N0,N244,244,RN,4.96,,3,6.51,,3,0.271933715,31.25,6.352459016,PFR,62.899326977005,0.096776351,1.1064629539,True
2006_06_15_37.49_117.48,China,4.98331,N0,N244,244,RN,5.64,,4,7.7,,4,0.311336263,36.5248227,8.442622951,PFR,62.899326977005,0.096776351,1.1064629539,True
2006_06_15_37.49_117.48,China,4.98331,N0,N244,244,RN,4.41,,4,6.57,,4,0.398639143,48.97959184,8.852459016,PFR,62.899326977005,0.096776351,1.1064629539,True
2006_04_29_40.1__88.2,USA,0,N0,N202,202,RN,6.1,,4,10.2,,4,0.514098949,67.21311475,20.2970297,Normal,20.899326977005,0.1249129257,1.25624785795,True
2006_04_24_40.1__88.2,USA,0,N0,N202,202,RN,6.3,,4,10.5,,4,0.510825624,66.66666667,20.79207921,Normal,20.899326977005,0.1249129257,1.25624785795,True
2018_04_25_35.47_104.73,China,0,N0,N200,200,RN,2.65772,0.42953,3,7.83893,1.1812,3,1.081633733,194.9494303,25.90605,Normal,18.899326977005,0.1249129257,1.25624785795,True
2018_04_25_35.47_104.73,China,0,N0,N200,200,RN,2.65772,0.42953,3,6.79195,0.83221,3,0.938269475,155.5555137,20.67115,Normal,18.899326977005,0.1249129257,1.25624785795,True
2019_04_25_35.47_104.73,China,0,N0,N200,200,RN,4.15311,0.33493,3,11.8565,0.7703,3,1.049018789,185.4848535,38.51695,Normal,18.899326977005,0.1249129257,1.25624785795,True
2019_04_25_35.47_104.73,China,0,N0,N200,200,RN,4.15311,0.33493,3,10.9522,1.2057,3,0.969682898,163.7108095,33.99545,Normal,18.899326977005,0.1249129257,1.25624785795,True
2020_04_25_35.47_104.73,China,0,N0,N200,200,RN,4.02514,0.6204,3,10.5566,1.4084,3,0.964191564,162.2666541,32.6573,Normal,18.899326977005,0.1249129257,1.25624785795,True
2020_04_25_35.47_104.73,China,0,N0,N200,200,RN,4.02514,0.6204,3,11.3261,0.3017,3,1.034550104,181.3840016,36.5048,Normal,18.899326977005,0.1249129257,1.25624785795,True
2009_04_30_35.28_107.88,China,14.56259,N0,N200,200,RN,9.937922581,,4,11.84255484,,4,0.175341384,19.1652958,9.523161295,PFR,18.899326977005,0.096776351,1.1064629539,True
2010_04_30_35.28_107.88,China,0.36037,N0,N200,200,RN,4.777396129,,4,11.95347097,,4,0.917126039,150.208914,35.88037421,PFR,18.899326977005,0.096776351,1.1064629539,True
2011_04_30_35.28_107.88,China,0.9909,N0,N200,200,RN,6.068936774,,4,12.02654194,,4,0.683932607,98.16555004,29.78802583,PFR,18.899326977005,0.096776351,1.1064629539,True
2016_04_05_33.47__88.76,USA,72.14574,N0,N180,180,RN,7.871675,0.567955141,4,15.331775,0.965062604,4,0.666656599,94.77144318,41.445,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2018_04_20_37.87_102.83,China,0.2321,N0,N180,180,RN,8.398,,3,12.193,,3,0.372868434,45.18933079,21.08333333,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2018_04_20_37.87_102.83,China,0.2321,N0,N180,180,RN,9.177,,3,16.65,,3,0.595709863,81.43184047,41.51666667,GFR,-1.10067302299495,0.07061749765,1.28912060785,True
2020_05_08_37.87_102.83,China,0,N0,N180,180,RN,8.362,,3,11.136,,3,0.286485471,33.17388185,15.41111111,Normal,-1.10067302299495,0.1249129257,1.25624785795,True
2020_05_08_37.87_102.83,China,0,N0,N180,180,RN,11.368,,3,15.093,,3,0.283428669,32.76741731,20.69444444,Normal,-1.10067302299495,0.1249129257,1.25624785795,True
2004_03_28_31.95__91.23,USA,5.32302,N0,N168,168,RN,3.441860465,,4,9.76744186,,4,1.043042437,183.7837838,37.65227021,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2004_03_28_31.95__91.23,USA,5.32302,N0,N224,224,RN,3.441860465,,4,10.74418605,,4,1.138352618,212.1621623,32.59966779,GFR,42.899326977005,0.07061749765,1.28912060785,True
2004_04_02_32.42__93.64,USA,16.18351,N0,N168,168,RN,3.73255814,,4,9.593023256,,4,0.943942263,157.0093458,34.88372093,GFR,-13.100673022995,0.07061749765,1.28912060785,True
2004_04_02_32.42__93.64,USA,16.18351,N0,N224,224,RN,3.73255814,,4,10.12790698,,4,0.998200854,171.3395639,28.55066446,GFR,42.899326977005,0.07061749765,1.28912060785,True
2015_05_08_38.88__92.2,USA,0,N0,N200,200,RN,3.659654194,0.416549677,4,10.44345806,0.416477419,4,1.048607099,185.3673464,33.91901933,Normal,18.899326977005,0.1249129257,1.25624785795,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.788833333,,2,8.124125333,,2,0.179558966,19.66894656,6.610356436,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,7.013234667,,2,10.58829333,,2,0.411949957,50.9758882,17.69831021,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.219350667,,2,11.21997333,,2,0.590030016,80.4042565,24.75555774,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,7.054553333,,2,11.13868,,2,0.456750464,57.89348346,20.21844885,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.566121333,,2,10.65036,,2,0.483670397,62.20169351,20.2190033,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.788936,,2,8.836622667,,2,0.263610524,30.16211476,10.13706271,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,7.318453333,,2,10.99569333,,2,0.407104668,50.24613576,18.2041584,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.524756,,2,11.32170667,,2,0.551118269,73.51923459,23.74728054,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,8.683584,,2,11.03676,,2,0.239797173,27.09913326,11.64938614,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.362505333,,2,11.05757333,,2,0.552693342,73.79275539,23.24291088,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.871516,,2,7.093333333,,2,0.189042513,20.80923109,6.048600658,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.871516,,2,7.60242,,2,0.258353755,29.47967782,8.568831683,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.566064,,2,8.620602667,,2,0.437466836,54.87789337,15.12147855,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.871516,,2,8.315150667,,2,0.34796637,41.6184622,12.09720132,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.464246667,,2,8.213333333,,2,0.407532585,50.31044229,13.60933993,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.870349333,,2,7.080826667,,2,0.187476518,20.62019252,5.99246205,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,5.951717333,,2,8.383806667,,2,0.342622262,40.86365662,12.04004621,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.338229333,,2,8.974158667,,2,0.347749744,41.58778731,13.04915512,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,6.317462667,,2,8.749654667,,2,0.325696582,38.49950729,12.04055446,PFR,20.899326977005,0.096776351,1.1064629539,True
2019_06_04_42.02__93.79,USA,1.22164,N0,N202,202,RN,4.158616,,2,8.932737333,,2,0.764540554,114.8007254,23.63426402,PFR,20.899326977005,0.096776351,1.1064629539,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,6.890753333,,2,11.17881333,,2,0.483839904,62.22919019,21.22801979,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,7.929702667,,2,12.01377333,,2,0.415438229,51.50345271,20.2181716,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,7.74662,,2,13.15430667,,2,0.529492589,69.80704707,26.77072609,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,5.832838667,,2,13.37886667,,2,0.830172559,129.3714507,37.35657427,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,8.093502667,,2,11.56661333,,2,0.357061187,42.91233111,17.19361714,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,6.379445333,,2,9.82996,,2,0.43235371,54.08800432,17.08175578,GFR,20.899326977005,0.07061749765,1.28912060785,True
2020_05_08_42.02__93.76,USA,10.82968,N0,N202,202,RN,7.376982667,,2,10.52202667,,2,0.355106136,42.6332031,15.56952477,GFR,20.899326977005,0.07061749765,1.28912060785,True
