lnRR,AEN,Env_Type,reference_ID,site_year_ID,env_ID,EDH35_total,N_rate,N_rate_cluster
0.279364076,22.15555556,GFR,4,14,2005_03_30_36.14__97.11,75.75445,90.0,0_100
0.323013021,13.10555556,GFR,4,14,2005_03_30_36.14__97.11,75.75445,180.0,100_200
0.201742751,15.36666667,GFR,4,14,2005_03_30_36.14__97.11,75.75445,90.0,0_100
0.380203938,15.9,GFR,4,14,2005_03_30_36.14__97.11,75.75445,180.0,100_200
0.290426001,23.16666667,GFR,4,14,2005_03_30_36.14__97.11,75.75445,90.0,0_100
0.386263561,16.20555556,GFR,4,14,2005_03_30_36.14__97.11,75.75445,180.0,100_200
0.512613968,28.26666667,GFR,4,15,2006_03_30_36.14__97.11,450.34264,90.0,0_100
0.598665823,17.3,GFR,4,15,2006_03_30_36.14__97.11,450.34264,180.0,100_200
0.415157391,21.72222222,GFR,4,15,2006_03_30_36.14__97.11,450.34264,90.0,0_100
0.54884084,15.43333333,GFR,4,15,2006_03_30_36.14__97.11,450.34264,180.0,100_200
0.584094678,33.48888889,GFR,4,15,2006_03_30_36.14__97.11,450.34264,90.0,0_100
0.627607896,18.42777778,GFR,4,15,2006_03_30_36.14__97.11,450.34264,180.0,100_200
0.099186869,1.138888889,GFR,4,16,2007_03_21_36.14__97.11,87.0961,180.0,100_200
0.201548882,4.877777778,GFR,4,16,2007_03_21_36.14__97.11,87.0961,90.0,0_100
0.496790665,7.027777778,GFR,4,16,2007_03_21_36.14__97.11,87.0961,180.0,100_200
0.304953223,7.788888889,GFR,4,16,2007_03_21_36.14__97.11,87.0961,90.0,0_100
0.385947283,5.144444444,GFR,4,16,2007_03_21_36.14__97.11,87.0961,180.0,100_200
0.374764132,44.66666667,GFR,4,17,2005_04_12_36.15__97.29,126.03434,90.0,0_100
0.446169475,27.62222222,GFR,4,17,2005_04_12_36.15__97.29,126.03434,180.0,100_200
0.474432847,59.64444444,GFR,4,17,2005_04_12_36.15__97.29,126.03434,90.0,0_100
0.427832402,26.22777778,GFR,4,17,2005_04_12_36.15__97.29,126.03434,180.0,100_200
0.436641091,53.78888889,GFR,4,17,2005_04_12_36.15__97.29,126.03434,90.0,0_100
0.475698759,29.92222222,GFR,4,17,2005_04_12_36.15__97.29,126.03434,180.0,100_200
0.786000617,39.83333333,GFR,4,18,2006_03_31_36.15__97.29,581.25923,90.0,0_100
0.758133369,18.91111111,GFR,4,18,2006_03_31_36.15__97.29,581.25923,180.0,100_200
0.913554569,49.78888889,GFR,4,18,2006_03_31_36.15__97.29,581.25923,90.0,0_100
0.045595654,0.777777778,GFR,4,18,2006_03_31_36.15__97.29,581.25923,180.0,100_200
0.708359114,34.36666667,GFR,4,18,2006_03_31_36.15__97.29,581.25923,90.0,0_100
0.976864389,27.61111111,GFR,4,18,2006_03_31_36.15__97.29,581.25923,180.0,100_200
0.059787918,4.188888889,GFR,4,19,2007_03_21_36.15__97.29,137.24512,90.0,0_100
0.174418755,6.477777778,GFR,4,19,2007_03_21_36.15__97.29,137.24512,180.0,100_200
0.227090646,17.33333333,GFR,4,19,2007_03_21_36.15__97.29,137.24512,90.0,0_100
0.312298948,12.46111111,GFR,4,19,2007_03_21_36.15__97.29,137.24512,180.0,100_200
0.264411271,10.28888889,GFR,4,19,2007_03_21_36.15__97.29,137.24512,180.0,100_200
0.409528592,17.03333333,GFR,4,20,2005_04_04_35.82__95.66,68.07871,90.0,0_100
0.443576268,9.394444444,GFR,4,20,2005_04_04_35.82__95.66,68.07871,180.0,100_200
0.249919523,9.555555556,GFR,4,20,2005_04_04_35.82__95.66,68.07871,90.0,0_100
0.079305966,1.388888889,GFR,4,20,2005_04_04_35.82__95.66,68.07871,180.0,100_200
0.400058198,16.55555556,GFR,4,20,2005_04_04_35.82__95.66,68.07871,90.0,0_100
0.448226456,9.516666667,GFR,4,20,2005_04_04_35.82__95.66,68.07871,180.0,100_200
0.055337708,1.177777778,GFR,4,21,2006_04_13_35.82__95.66,477.33368,180.0,100_200
0.773686684,60.25555556,GFR,4,22,2007_04_12_35.82__95.66,117.59333,90.0,0_100
1.011992347,45.17777778,GFR,4,22,2007_04_12_35.82__95.66,117.59333,180.0,100_200
0.751184479,57.76666667,GFR,4,22,2007_04_12_35.82__95.66,117.59333,90.0,0_100
0.864589357,35.45,GFR,4,22,2007_04_12_35.82__95.66,117.59333,180.0,100_200
0.821402513,65.72222222,GFR,4,22,2007_04_12_35.82__95.66,117.59333,90.0,0_100
0.892054518,37.15555556,GFR,4,22,2007_04_12_35.82__95.66,117.59333,180.0,100_200
0.268245797,55.27777778,GFR,5,23,2001_05_15_33.38_48.6,43.92833,36.0,0_100
0.424454959,47.5,GFR,5,23,2001_05_15_33.38_48.6,43.92833,72.0,0_100
0.478202763,36.72222222,GFR,5,23,2001_05_15_33.38_48.6,43.92833,108.0,100_200
0.530118827,31.40277778,GFR,5,23,2001_05_15_33.38_48.6,43.92833,144.0,100_200
0.561645708,27.07777778,GFR,5,23,2001_05_15_33.38_48.6,43.92833,180.0,100_200
0.268237796,57.58333333,GFR,5,24,2002_05_20_33.38_48.6,29.92584,36.0,0_100
0.42438075,49.47222222,GFR,5,24,2002_05_20_33.38_48.6,29.92584,72.0,0_100
0.478151556,38.25,GFR,5,24,2002_05_20_33.38_48.6,29.92584,108.0,100_200
0.530051897,32.70833333,GFR,5,24,2002_05_20_33.38_48.6,29.92584,144.0,100_200
0.561606766,28.20555556,GFR,5,24,2002_05_20_33.38_48.6,29.92584,180.0,100_200
0.384657713,39.836,Normal,6,25,1998_06_12_41.32__7.73,0.0,100.0,100_200
0.571133489,32.705,Normal,6,25,1998_06_12_41.32__7.73,0.0,200.0,200_300
0.685398022,27.869,Normal,6,25,1998_06_12_41.32__7.73,0.0,300.0,300_400
0.742820702,23.69577778,Normal,7,26,2017_12_01__22.82__48.42,0.0,90.0,0_100
0.991193318,18.21983333,Normal,7,26,2017_12_01__22.82__48.42,0.0,180.0,100_200
1.041455698,13.14218519,Normal,7,26,2017_12_01__22.82__48.42,0.0,270.0,200_300
0.97839724,34.05011111,Normal,7,26,2017_12_01__22.82__48.42,0.0,90.0,0_100
1.18238193,23.19794444,Normal,7,26,2017_12_01__22.82__48.42,0.0,180.0,100_200
1.419709531,21.439,Normal,7,26,2017_12_01__22.82__48.42,0.0,270.0,200_300
0.710936722,44.88888889,PFR,8,27,1996_05_18_32.6_75.08,464.52522,45.0,0_100
0.955511445,34.66666667,PFR,8,27,1996_05_18_32.6_75.08,464.52522,90.0,0_100
0.450040733,32.51111111,PFR,8,28,1997_05_15_32.6_75.08,718.62783,45.0,0_100
0.481735243,17.7,PFR,8,28,1997_05_15_32.6_75.08,718.62783,90.0,0_100
0.271779959,42.56,Normal,9,29,2019_11_01__37.61__58.64,0.0,50.0,0_100
0.382004492,31.7,Normal,9,29,2019_11_01__37.61__58.64,0.0,100.0,100_200
0.35273411,14.41,Normal,9,29,2019_11_01__37.61__58.64,0.0,200.0,200_300
0.299170869,51.76,Normal,9,30,2019_10_24__37.08__59.59,0.0,50.0,0_100
0.559172931,55.6,Normal,9,30,2019_10_24__37.08__59.59,0.0,100.0,100_200
0.629443778,32.525,Normal,9,30,2019_10_24__37.08__59.59,0.0,200.0,200_300
0.099235441,4.63,Normal,9,31,2019_11_29__38.22__59.02,0.0,200.0,200_300
0.17623218,6.825,Normal,9,32,2019_11_15__38.29__59.02,0.0,200.0,200_300
0.599791611,21.0,PFR,10,33,2007_06_20_30.93_75.87,47.98039,90.0,0_100
0.560857253,14.41666667,PFR,10,33,2007_06_20_30.93_75.87,47.98039,120.0,100_200
0.602175402,14.61538462,PFR,10,33,2007_06_20_30.93_75.87,47.98039,130.0,100_200
0.571257363,20.88888889,PFR,10,33,2007_06_20_30.93_75.87,47.98039,90.0,0_100
0.566616983,15.5,PFR,10,33,2007_06_20_30.93_75.87,47.98039,120.0,100_200
0.568939865,14.38461538,PFR,10,33,2007_06_20_30.93_75.87,47.98039,130.0,100_200
0.57614509,20.77777778,PFR,10,34,2008_06_06_30.93_75.87,48.16055,90.0,0_100
0.557231997,14.91666667,PFR,10,34,2008_06_06_30.93_75.87,48.16055,120.0,100_200
0.566733256,14.07692308,PFR,10,34,2008_06_06_30.93_75.87,48.16055,130.0,100_200
0.632960547,21.0,PFR,10,34,2008_06_06_30.93_75.87,48.16055,90.0,0_100
0.62047599,15.33333333,PFR,10,34,2008_06_06_30.93_75.87,48.16055,120.0,100_200
0.679029299,16.0,PFR,10,34,2008_06_06_30.93_75.87,48.16055,130.0,100_200
0.415221283,19.44444444,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,90.0,0_100
0.377630309,13.0,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,120.0,100_200
0.424883194,13.84615385,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,130.0,100_200
0.193614215,12.88888889,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,90.0,0_100
0.182935242,9.083333333,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,120.0,100_200
0.175236975,8.0,PFR,10,35,2009_05_27_30.93_75.87,1449.53689,130.0,100_200
0.821625505,19.75,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.963395201,25.2,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.884321366,25.975,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.721004135,23.375,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.926523908,33.375,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.917432936,32.875,Normal,11,36,2011_05_04_43.28_124.43,0.0,240.0,200_300
0.688217014,50.33333333,Normal,12,37,1995_10_18__37.75__58.3,0.0,120.0,100_200
0.466595249,29.64285714,Normal,12,38,1996_10_20__37.75__58.3,0.0,140.0,100_200
0.377029829,36.84444444,Normal,13,39,1999_10_10__37.75__58.3,0.0,90.0,0_100
0.51228844,26.91666667,Normal,13,39,1999_10_10__37.75__58.3,0.0,180.0,100_200
0.192020308,21.07777778,Normal,13,39,1999_10_10__37.75__58.3,0.0,90.0,0_100
0.250942377,14.2,Normal,13,39,1999_10_10__37.75__58.3,0.0,180.0,100_200
0.357592422,28.1,PFR,13,40,2000_10_19__37.75__58.3,0.17735,90.0,0_100
0.490529249,20.69444444,PFR,13,40,2000_10_19__37.75__58.3,0.17735,180.0,100_200
0.332341779,28.38888889,PFR,13,40,2000_10_19__37.75__58.3,0.17735,90.0,0_100
0.453806975,20.67777778,PFR,13,40,2000_10_19__37.75__58.3,0.17735,180.0,100_200
0.554678041,14.97736364,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.405464564,13.93240909,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.460216262,15.674,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.426680167,15.84809091,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.546545543,23.68522727,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.580854385,26.47163636,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.640780856,30.65145455,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.8147539,25.42663636,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.454254729,16.02227273,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.612019774,22.64009091,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.565450197,22.64036364,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.618214856,27.86477273,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.693148533,33.61209091,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.738041526,37.26918182,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.583949057,16.02231818,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.405464564,13.93240909,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.516007771,18.11218182,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.521299118,20.37627273,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.580029785,25.60068182,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.592377641,27.168,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.754970649,38.48827273,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.866810479,27.86481818,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.470003425,16.71890909,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.615533426,22.81418182,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.581918942,23.51081818,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.571010496,25.07840909,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.650809089,30.82527273,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.764519952,39.18509091,Normal,14,41,2016_05_20_40.47__86.99,0.0,220.0,200_300
0.050870897,3.038416667,GFR,15,42,2019_05_09_31.58_105.05,26.9304,120.0,100_200
0.090903757,3.693722222,GFR,15,42,2019_05_09_31.58_105.05,26.9304,180.0,100_200
0.09230512,2.815,GFR,15,42,2019_05_09_31.58_105.05,26.9304,240.0,200_300
0.094837808,5.9875,GFR,15,42,2019_05_09_31.58_105.05,26.9304,120.0,100_200
0.16144241,7.030111111,GFR,15,42,2019_05_09_31.58_105.05,26.9304,180.0,100_200
0.171498955,5.630041667,GFR,15,42,2019_05_09_31.58_105.05,26.9304,240.0,200_300
0.101666585,6.613083333,GFR,15,42,2019_05_09_31.58_105.05,26.9304,120.0,100_200
0.121071153,5.302333333,GFR,15,42,2019_05_09_31.58_105.05,26.9304,180.0,100_200
0.168610204,5.674708333,GFR,15,42,2019_05_09_31.58_105.05,26.9304,240.0,200_300
0.191688181,14.2,GFR,16,43,2017_03_30_31.03_104.68,37.55787,150.0,100_200
0.231559746,8.755666667,GFR,16,43,2017_03_30_31.03_104.68,37.55787,300.0,300_400
0.227185808,13.03346667,GFR,16,43,2017_03_30_31.03_104.68,37.55787,150.0,100_200
0.384078678,11.96383333,GFR,16,43,2017_03_30_31.03_104.68,37.55787,300.0,300_400
0.059384407,3.116466667,GFR,16,44,2018_04_06_31.03_104.68,3.68369,150.0,100_200
0.105184334,2.824833333,GFR,16,44,2018_04_06_31.03_104.68,3.68369,300.0,300_400
0.120463625,5.255533333,GFR,16,44,2018_04_06_31.03_104.68,3.68369,150.0,100_200
0.300667639,7.1998,GFR,16,44,2018_04_06_31.03_104.68,3.68369,300.0,300_400
0.230325786,9.533333333,Normal,16,45,2019_03_24_31.03_104.68,0.0,150.0,100_200
0.431230559,9.9222,Normal,16,45,2019_03_24_31.03_104.68,0.0,300.0,300_400
0.14447275,5.061066667,Normal,16,45,2019_03_24_31.03_104.68,0.0,150.0,100_200
0.540534789,11.67213333,Normal,16,45,2019_03_24_31.03_104.68,0.0,300.0,300_400
0.223953156,25.45455913,Normal,17,46,2000_05_04_42.02__93.75,0.0,60.0,0_100
0.398698764,24.83901075,Normal,17,46,2000_05_04_42.02__93.75,0.0,120.0,100_200
0.466967342,20.11754838,Normal,17,46,2000_05_04_42.02__93.75,0.0,180.0,100_200
0.175417055,23.52270967,Normal,17,47,2001_05_09_42.02__93.75,0.0,60.0,0_100
0.257373419,18.00475268,Normal,17,47,2001_05_09_42.02__93.75,0.0,120.0,100_200
0.281674004,13.30431541,Normal,17,47,2001_05_09_42.02__93.75,0.0,180.0,100_200
0.833418531,30.01851852,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.903527007,25.40555556,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.83775827,31.27407407,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.945909835,28.17777778,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.780240472,31.17407407,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.714130372,20.61944444,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.571450246,21.65185185,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.614871985,17.89444444,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.721862151,30.40740741,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.728229611,23.08888889,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.612184129,25.07407407,GFR,18,48,2018_04_17_38.6_103.07,109.76749,270.0,200_300
0.627418812,19.43611111,GFR,18,48,2018_04_17_38.6_103.07,109.76749,360.0,300_400
0.719779795,21.62222222,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.79346703,18.63333333,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.657766779,22.35555556,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.652643079,16.58888889,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.646340607,22.37037037,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.795026916,22.42777778,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.418688441,16.2037037,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.567564014,17.85555556,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.407477424,15.41481481,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.594665431,18.67222222,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.554548821,22.81111111,GFR,18,49,2019_04_19_38.6_103.07,41.41407,270.0,200_300
0.742853778,25.43611111,GFR,18,49,2019_04_19_38.6_103.07,41.41407,360.0,300_400
0.231329136,57.20430107,Normal,19,50,2005_05_10_45.39__75.57,0.0,30.0,0_100
0.41907076,57.20430105,Normal,19,50,2005_05_10_45.39__75.57,0.0,60.0,0_100
0.488664052,46.16487459,Normal,19,50,2005_05_10_45.39__75.57,0.0,90.0,0_100
0.545822466,39.89247311,Normal,19,50,2005_05_10_45.39__75.57,0.0,120.0,100_200
0.592342482,35.52688175,Normal,19,50,2005_05_10_45.39__75.57,0.0,150.0,100_200
0.186877373,22.58064517,GFR,19,51,2006_05_12_45.39__75.57,1.40804,60.0,0_100
0.175448678,14.05017921,GFR,19,51,2006_05_12_45.39__75.57,1.40804,90.0,0_100
0.163887855,9.784946233,GFR,19,51,2006_05_12_45.39__75.57,1.40804,120.0,100_200
0.27388875,13.84946237,GFR,19,51,2006_05_12_45.39__75.57,1.40804,150.0,100_200
0.242140052,10.03584229,GFR,19,51,2006_05_12_45.39__75.57,1.40804,180.0,100_200
0.216671037,45.16129033,Normal,19,52,2007_05_13_45.39__75.57,0.0,30.0,0_100
0.405465108,46.66666667,Normal,19,52,2007_05_13_45.39__75.57,0.0,60.0,0_100
0.457833094,36.12903226,Normal,19,52,2007_05_13_45.39__75.57,0.0,90.0,0_100
0.573345981,36.12903226,Normal,19,52,2007_05_13_45.39__75.57,0.0,120.0,100_200
0.545694449,27.09677419,Normal,19,52,2007_05_13_45.39__75.57,0.0,150.0,100_200
0.545694449,22.58064516,Normal,19,52,2007_05_13_45.39__75.57,0.0,180.0,100_200
0.106380404,11.03942652,Normal,19,53,2008_05_12_45.39__75.57,0.0,90.0,0_100
0.168622712,13.54838706,Normal,19,53,2008_05_12_45.39__75.57,0.0,120.0,100_200
0.168622712,9.032258039,Normal,19,53,2008_05_12_45.39__75.57,0.0,180.0,100_200
0.447014111,93.33333333,Normal,19,54,2009_05_10_45.39__75.57,0.0,30.0,0_100
0.577634294,43.15412187,Normal,19,54,2009_05_10_45.39__75.57,0.0,90.0,0_100
0.607787332,34.62365592,Normal,19,54,2009_05_10_45.39__75.57,0.0,120.0,100_200
0.558056131,20.62365592,Normal,19,54,2009_05_10_45.39__75.57,0.0,180.0,100_200
0.176930708,54.19354833,Normal,19,55,2010_05_10_45.39__75.57,0.0,30.0,0_100
0.334934957,37.13261644,Normal,19,55,2010_05_10_45.39__75.57,0.0,90.0,0_100
0.387381433,33.11827958,Normal,19,55,2010_05_10_45.39__75.57,0.0,120.0,100_200
